CATEGORIA,NOME CARDAPIO,NOME PDV,CÓD PDV,PREÇO VENDA CHEIO,DESCRICAO ITEM CARDAPIO
MENU EXECUTIVOS,Filé de peixe à delicia,EXC-PEIXE A DELICIA,211,49.9,"Filé de tilápia servido com molho bechamel, bananas grelhadas e finalizado com queijo mussarela."
MENU EXECUTIVOS,Filé de peixe mostarda e mel,EXC-PEIXE MOST MEL,232,49.9,"Filé de tilápia servido com molho leve com mostarda amarela, mel, limão e salsinha fresca."
MENU EXECUTIVOS,Filé de peixe ao molho de queijos,EXC-PEIXE MLH QUEIJOS,233,49.9,"Filé de tilápia, molho de queijos e salsinha fresca."
MENU EXECUTIVOS,Salmão mostarda e mel,EXC-SALMAO MOST MEL,407,64.9,"Filé de salmão chileno, molho mostarda e mel."
MENU EXECUTIVOS,Creme de frango,EXC-CREME DE FRANGO,413,34.9,Creme de frango desfiado. 
MENU EXECUTIVOS,Vatapá de frango,EXC-VATAPA DE FRANGO,416,34.9,Vatapá de frango. 
CERVEJAS,Cerveja Heineken Garrafa 330ml,CERVEJA HEINKEN LONGNECK - 355ML,901,12.9,Produto para maiores de 18 anos
SOBREMESAS,Alfajor Doce de Leite,ALFAJOR DOCE DE LEITE,913,10.9,Tradicional sobremesa argentina em sua clássica versão recheada com doce de leite.
SOBREMESAS,Alfajor Chocolate,ALFAJOR CHOCOLATE,914,10.9,Tradicional sobremesa argentina no sabor de chocolate.
SOBREMESAS,Alfajor Leite Ninho,ALFAJOR LEITE NINHO,915,10.9,Tradicional sobremesa argentina em versão de leite Ninho.
MENU EXECUTIVOS,Creme de carne de sol,EXC-CREME CARNE SOL,417,42.9,Carne de sol desfiada cremosa. 
MENU EXECUTIVOS,File de peixe salsa de ervas,EXC-PEIXE SALSA ERVAS,531,49.9,Filé de tilápia servido com molho de ervas frescas a base de azeite.
MENU EXECUTIVOS,Frango à parmegiana,EXC-FGO CROC PARMG,622,38.9,"Filé de peito de frango empanado na farinha panko, molho de tomates frescos e queijo mussarela."
MENU EXECUTIVOS,Frango crocante teriyaki,EXC-FGO CROC TERYA,623,38.9,"Filé de peito de frango empanado na farinha panko, molho teriyaki, finalizado com mix de gergelim e cebolinha fresca."
MENU EXECUTIVOS,Frango crocante ranch,EXC-FGO CROC RANCH,625,38.9,"Filé de peito de frango empanado na farinha panko, molho ranch, levemente cítrico e apimentado com base de maionese."
MENU EXECUTIVOS,Frango grelhado ao molho de queijos,EXC-FGO MOLHO QUEIJOS,633,37.9,"Filé de peito frango em tiras, molho de queijos e salsinha fresca."
MENU EXECUTIVOS,Frango grelhado ao teriyaki,EXC-FGO GREL TERYIAKI,634,37.9,"Filé de peito frango em tiras, molho teriyaki, finalizado com mix de gergelim e cebolinha fresca."
MENU EXECUTIVOS,Frango grelhado mostarda e mel,EXC-FGO GREL MOST MEL,639,37.9,"Filé de peito frango em tiras, molho mostarda e mel."
MENU EXECUTIVOS,Frango grelhado salsa de ervas,EXC-FGO INTEIRO SALSA,642,37.9,Filé de frango servido com molho de ervas frescas a base de azeite.
MENU EXECUTIVOS,Panqueca de frango,EXC-PANQUECA DE FGO,706,34.9,"Panquecas recheadas com frango desfiado cremoso, finalizadas com molho de queijos e salsinha fresca."
MENU EXECUTIVOS,Frango pedacinho do céu ao ranch,EXC-FGO PED CEU RANCH,869,37.9,"Filé de peito de frango recheado com queijo mussarela e presunto empanado na farinha panko, molho ranch, levemente cítrico e apimentado com base de maionese."
MENU EXECUTIVOS,Panqueca de ricota com espinafre,EXC-PANQUECA RICOTA,1623,34.9,"Panquecas de ricota e espinafre, finalizadas com o  molho de tomates frescos e salsinha."
MENU EXECUTIVOS,Tiras de carne ao molho de queijos,EXC-TIRAS CARNE MLH QUEIJ,1625,42.9,"Tiras de carne, molho de queijos e salsinha fresca."
MENU EXECUTIVOS,Filé de peixe crocante + Molho,PRODUTO DELIVERY MENU (COD CAPA PEIXE EMP),1692,0.0,Filé de tilápia empanada na farinha panko. Escolha um molho que será servido sobre o peixe.
MENU EXECUTIVOS,Frango grelhado na manteiga de ervas,EXC-FGO INTEIRO MANTE,1758,37.9,Filé de peito de frango finalizado com clássica manteiga de ervas frescas.
MENU EXECUTIVOS,Filé de peixe na manteiga de ervas,EXC-PEIXE MANTEIGA,1759,49.9,Filé de tilápia finalizado com clássica manteiga de ervas frescas.
MENU EXECUTIVOS,Salmão salsa de ervas,EXC-SALMAO SALSA ERVS,1760,64.9,Filé de salmão servido com molho de ervas frescas a base de azeite.
EXTRAS MENU BRANDS MOLHO 30G,Molho barbecue,EXTRA - BARBECUE 30G,1297,2.9,Servido no potinho.
EXTRAS MENU BRANDS MOLHO 30G,Maionese temperada,EXTRA - MAIO TEMP 30G,1298,2.9,Servido no potinho.
EXTRAS MENU BRANDS,Chips de Batata Doce,CHIPS BATATA DOCE,1339,12.9,Chips de batata doce artesanal. 
EXTRAS MENU BRANDS,Chips de Macaxeira,CHIPS MACAXEIRA,1340,12.9,Chips de Macaxeira artesanal.
MENU EXECUTIVOS,Estrogonofe de frango,EXC-ESTRGONOFE FRANGO,1799,37.9,Cubos de filé de frango e champignon no molho estrogonofe da casa.
MENU EXECUTIVOS,Estrogonofe de carne,EXC-ESTRGONOFE CARNE,1800,42.9,Iscas de carne bovina e champignon no molho estrogonofe da casa.
MENU EXECUTIVOS,Frango à francesa,EXC-FGO CROC A FRANC,1801,37.9,"Filé de peito de frango empanado na farinha panko, fatia de presunto, molho de queijos e finalizado com cebola crispy."
MENU EXECUTIVOS,Com maionese especial da casa,EXC-PEIXE CROC ROSE,1802,45.9,Filé de tilápia empanada na farinha panko com molho especial da casa a base de maionese.
MENU EXECUTIVOS,Com molho teryiaki,EXC-PEIXE CROC TERYAK,1803,45.9,"Filé de tilápia empanada na farinha panko com molho agridoce a base de shoyu e gengibre, finalizado com mix de gergelim e cebolinha."
MENU EXECUTIVOS,Com molho ranch,EXC-PEIXE CROC RANCH,1804,45.9,"Filé de tilápia empanada na farinha panko com molho ranch, levemente cítrico e apimentado com base de maionese."
MENU EXECUTIVOS,Sem molho,EXC-PEIXE CROC TRAD,1805,45.9,"Filé de tilápia empanada na farinha panko, crocante e delicioso."
MENU EXECUTIVOS,Milanesa de carne à parmegiana,EXC-CARNE A PARMEG,1806,40.9,"Carne bovina empanada na farinha panko, molho de tomates frescos e queijo mussarela."
MENU EXECUTIVOS,Fricassê de frango,EXC-FRICASSE DE FGO,1888,37.9,Fricassê de frango finalizado com batata palha.
BEBIDAS,Água Crystal com Gás 500ml,AGUA COM GAS - 500ML,1565,5.9,Garrafa 500ml
MENU EXECUTIVOS,Carne de Sol com Molho de Queijos e Macaxeira Frita,EXC-CARN SOL MOLH QJO,1903,45.9,Tradição nordestina no prato! Nossa suculenta carne de sol acebolada é combinada com um irresistível molho de queijos e crocantes pedaços de macaxeira frita.
MENU EXECUTIVOS,Amostradinho de Carne Moida,EXC-AMORSTR CARN MOID,1905,39.9,"Um clássico reinventado! Deliciosa carne moída com o tempero especial da Chef Van, servida sobre nosso cremoso purê de batata. "
MENU EXECUTIVOS,Feijoada da Chef Van,CHEF-FEIJOADA DA VAN,1906,37.9,"Feijoada completa da Chef Van! Servida com couve crispy, torresmo bem crocante e farofa. Para acompanhar, arroz branco soltinho finalizado com salsinha e pimenta biquinho."
MENU EXECUTIVOS,Feijoada(600g) da Chef Van.,POP 50-FEIJOADA,1909,45.9,Nessa opção você leva 600g da MELHOR FEIJOADA da cidade! A feijoada da Chef Van!
MENU EXECUTIVOS,Coxa com Sobrecoxa de Frango ao Molho Ranch,EXC-SOBRCOXA RANCH,1904,38.9,"Deliciosas coxa e sobrecoxa de frango cuidadosamente marinadas e assadas até ficarem suculentas por dentro e douradas por fora, vai regada ao molho ranch."
BEBIDAS,"Coca-Cola Original 1,5l","COCA COLA 1,5L ORIGINAL",1640,11.9,"Garrafa 1,5l"
BEBIDAS,"Coca-Cola sem Açúcar 1,5l","COCA COLA 1,5L SEM ACUCAR",1641,11.9,"Garrafa 1,5l"
BEBIDAS,Refrigerante Guaraná Antarctica 350ml,GUARANA ANTARTICA - 350ML,1643,7.9,Lata 350ml
BEBIDAS,"Refrigerante Antarctica Guaraná 1,5l","GUARANA ANTARTICA - 1,5LT",1644,11.9,"Garrafa 1,5l"
MENU FAMILIA,Feijoada da Chef Van para 2 ,FAM-FEIJOADA VAN P/2 ,1896,89.9,"Feijoada completa da Chef Van para 2 pessoas! Servida com couve refogada, torresmo e farofa. Para acompanhar, arroz branco soltinho finalizado com salsinha e pimenta biquinho."
SUCOS NATURAIS,Suco Natural de Laranja ,SUCO LARANJA - 300ML,1671,12.9,Sem adição de açúcar ou adoçantes.
SUCOS NATURAIS,"Suco Natural de Morango, com adoçante",SUCO MORANGO 300ML - ADOCANTE,1672,12.9,Produto adoçado com adoçante. 
SUCOS NATURAIS,"Limonada de limão siciliano, com adoçante",LIMONADA 300ML - ADOCANTE,1676,12.9,Produto adoçado com adoçante. 
CODIGOS DE CONTROLE,Pedido Menu Brands,PEDIDO MENU BRANDS,1677,0.0,
MENU FAMILIA,Couve crispy,G304-COUVE CRISPY,1897,0.0,Couve crispy.
PETISCOS,Batata frita - Pequena,PETSCO - METADE FRTAS 50G,1696,12.9,50g
PETISCOS,Batata frita - Grande,PETSCO - BAT FRITA 100G,1697,15.9,100g
PETISCOS,Frango frito,PETSCO - FGO FRITO 150G,1698,19.9,Porção de frango em tiras frito na farinha panko.
PETISCOS,Chips de Batata Doce,PETSCO - CHIPS DOCE 50G,1701,12.9,Chips de batata doce artesanal. 
SUCOS NATURAIS,"Limonada de limão siciliano, com açúcar",LIMONADA 300ML - ACUCAR,1719,12.9,Produto adoçado com açúcar.
SUCOS NATURAIS,"Suco Natural de Morango,  com açúcar",SUCO MORANGO 300ML - ACUCAR,1720,12.9,Produto adoçado com açúcar.
EXTRAS MENU BRANDS,Dips Doces 30g,DIP DOCES 30G (PRODUTO MENU BRANDS),1721,0.0,"Cremes doces, enviados a parte."
EXTRAS MENU BRANDS MOLHO 30G,Molhos Extras 30g,PRODUTO MENU BRANDS ( EXTRAS MENU BRANDS MOLHO 30G),1721,0.0,"Molhos extras servidos em potinhos, enviados a parte. "
EXTRAS MENU BRANDS,Molhos Extras 40g,MOLHOS EXTRAS 40G (PRODUTO MENU BRANDS),1721,0.0,"Molhos extras servidos em garrafinhas, enviados a parte. "
SOBREMESAS,Brownie leve,BROWNIE LEVE,1722,12.9,"Feito com Farinha de arroz, chocolate amargo 50%. Sem Glúten, sem lactose e sem conservante."
SOBREMESAS,Alfajor leve Cookies And Cream,ALFAJOR LEVE COOKIES,1723,15.9,"Zero glúten, zero lactose, zero açúcar. Tem gostinho de quero mais sempre. Nosso alfajor de cookies and cream é Surreal."
SOBREMESAS,Alfajor leve Black,ALFAJOR LEVE BLACK ,1724,15.9,"Zero glúten, zero lactose, zero açúcar. Tem gostinho de quero mais sempre. Nosso alfajor black é diferente dos iguais."
SOBREMESAS,Palha italiana,PALHA ITALIANA,1730,10.9,Tradicional receita da combinação perfeita entre brigadeiro e biscoitos. 
SOBREMESAS,Brownie Kakau,BROWNIE KAKAU,1731,10.9,Deliciosa massa de Brownie Kakau com um maravilhoso recheio de brigadeiro.
MENU FAMILIA,Torresmo frito,G304-TORRESMO,1898,0.0,Torresmo crocantíssimo! 
MENU FAMILIA,Ceia Menu por Chef Van,**CEIA MENU**,1919,0.0,Escolha as suas combinações favoritas de natal para montar a melhor ceia para sua família. 
MENU FAMILIA,Arroz Branco,G302-400G ARROZ BRANC,1920,19.9,Arroz Branco.
MENU FAMILIA,Arroz à Grega,G302-400G ARROZ GREGA,1921,24.9,Arroz à Grega.
EXTRAS MENU BRANDS,Granola Salgada,EXTRA GRANOLA SALGADA 25G,1741,4.9,Granola artesanal.
BEBIDAS,Suco Del Valle Frut Uva 250ml,SUCO UVA DEL VALE 250ML,1742,5.9,Garrafa 250ml
MENU FAMILIA,Paçoca de Torresmo,G302-400G PAC TORRESM,1922,29.9,Paçoca de Torresmo crocante.
BEBIDAS,Chá Ice Tea Leão Pêssego 250ml,ICE TEA - PESSEGO 250ML,1747,6.9,Garrafa 250ml
BEBIDAS,Chá Ice Tea Leão Limão 250ml,ICE TEA - LIMAO 250ML,1748,6.9,Garrafa 250ml
BEBIDAS,Refrigerante Antarctica Guaraná 200ml,GUARANÁ ANTARTICA MINI,1750,5.9,Garrafa 200ml
MENU FAMILIA,Farofa Natalina ,G302-400G FAR NATALIN,1923,24.9,Farofa Natalina especial da Chef Van.
MENU FAMILIA,Lombo suíno com batatas assadas,G302-450G SUINO NATAL,1924,44.9,"Suculento lombo suíno com batatas assadas, o sabor do Natal que só a Chef Van sabe fazer."
MENU FAMILIA,Salpicão de Frango,G302-500G SALPICAO,1925,34.9,Receita especial de salpicão de Frango da Chef Van.
EXTRAS MENU BRANDS MOLHO 30G,Maionese especial da casa,EXTRA - MAIO ROSE 30G,1784,2.9,Servido no potinho.
EXTRAS MENU BRANDS,Kit Sachê,EXTRA - KIT SACHE BURGER,1785,1.99,"Ketchup, mostarda e guardanapo."
MENU FAMILIA,Fricassê de frango natalino,G302-500G FRICASSE NATAL,1928,39.9,"Fricassê de frango, uma receita especial de Natal da Chef Van."
MENU MASSAS,Massa Alfredo Tradicional,MSS-ALFREDO TRADICION,146,29.9,"Massa refogada na manteiga, com clássico molho de queijos da casa."
MENU MASSAS,Massa Alfredo Frango,MSS-ALFREDO FRANGO,148,32.9,Frango grelhado em cubos com o clássico molho de queijos da casa.
MENU MASSAS,Massa Alfredo Bacon,MSS-ALFREDO BACON,944,35.9,Nossos clássico molho de queijos da casa e muito bacon.
ADICIONAIS NOVA ESTRUTURA,Quero finalizar com queijo parmesão ralado,**FLZ - PARMESAO RALD 20G,1793,0.0,Queijo parmesão ralado.
ADICIONAIS NOVA ESTRUTURA,"Prefiro sem finalização, obrigado!",**FLZ - SEM FINALIZACAO,1794,0.0,Ao selecionar essa opção sua massa não será finalizada com os itens opcionais. 
ADICIONAIS NOVA ESTRUTURA,Quero finalizar com cebola crispy,**FLZ - CEBOLA CRISPY 20G,1795,0.0,Cebola crispy.
EXTRAS MENU BRANDS MOLHO 30G,Ketchup,EXTRA - KETCHUP 30G,1798,2.9,Servido no potinho.
MENU MASSAS,Massa Alfredo Carne,MSS-ALFREDO CARNE,1624,38.9,Tiras de carne grelhadas e nosso clássico molho de queijos da casa.
MENU MASSAS,Massa Alfredo Camarão,MSS-ALFREDO CAMARAO,1738,40.9,Massa Alfredo Camarão
MENU MASSAS,Massa Parisiense,MSS-PARISIENSE,1786,32.9,"Molho de queijos tradicional da casa, milho, presunto, ervilha e bacon."
MENU MASSAS,Massal alla Norma,MSS-ALA NORMA,1788,29.9,"Molho sugo, manjericão fresco, tomate seco, cenoura ralada, caponata de berinjela e abobrinha e queijo ricota ralada."
MENU MASSAS,Massa Sertanejo,MSS-SERTANEJO,1790,36.9,"Molho de queijos, carne de sol refogada com cebola roxa, milho verde, cubinhos de queijo coalho."
MENU MASSAS,MassaCalabria,MSS-CALABRIA,1791,29.9,"Calabresa, milho e tomate em cubos, servidos com o maravilhoso molho rosé (molho sugo e molho de queijos misturados)."
MENU MASSAS,Massa Alfredo Frango,ITA-ESPAGTE FGO,2039,32.9,Frango grelhado em cubos com o clássico molho de queijos da casa.
MENU MASSAS,Massa Alfredo Tradicional,ITA-ESPAGTE TRADC,2040,29.9,Clássico molho de queijos da casa.
MENU MASSAS,Massa Parisiense,ITA-ESPAGTE PARISIENS,2041,32.9,"Molho de queijos tradicional da casa, milho, presunto, ervilha e bacon."
EXTRAS MENU BRANDS,Sachê de queijo parmesão extra,EXT - SACHET PARMESAO EXTRA,1891,2.9,
MENU MASSAS,Massa Calabria,ITA-ESPAGTE CALABRIA,2042,29.9,"Calabresa, milho e tomate em cubos, servidos com o maravilhoso molho rosé (molho sugo e molho de queijos misturados)."
MENU MASSAS,Massa Alla Norma,ITA-ALLA NORMA,2046,29.9,"Molho sugo, manjericão fresco, tomate seco, cenoura ralada, caponata de berinjela e abobrinha e queijo ricota ralada."
MENU MASSAS,Massa Alfredo Tradicional,ITA-ALFREDO TRADC,2052,29.9,Clássico molho de queijos da casa.
MENU MASSAS,Massa Calabria,ITA-CALABRIA,2054,29.9,"Calabresa, milho e tomate em cubos, servidos com o maravilhoso molho rosé (molho sugo e molho de queijos misturados)."
MENU MASSAS,Massa Alfredo Frango,ITA-ALFREDO FGO,2051,32.9,Frango grelhado em cubos com o clássico molho de queijos da casa.
MENU MASSAS,Massa Parisiense,ITA-PARISIENSE,2053,32.9,"Molho de queijos tradicional da casa, milho, presunto, ervilha e bacon."
MENU MASSAS,Massa Carbonara,ITA-ALFREDO BACON,2047,35.9,"Com o clássico molho de queijos da casa e muito bacon, a perfeita releitura da tradicional Carbonara."
MENU MASSAS,Massa Sertanejo,ITA-SERTANEJO,2049,36.9,"Molho de queijos, carne de sol refogada com cebola roxa, milho verde, cubinhos de queijo coalho."
MENU MASSAS,Massa Alfredo Carne,ITA-ALFREDO CARNE,2048,38.9,Tiras de carne grelhadas e nosso clássico molho de queijos da casa.
MENU MASSAS,Massa Alfredo Camarão,ITA-ALFREDO CAMARÃO,2050,40.9,Camarões salteados no azeite de ervas com clássico molho de queijos da casa.
Menu por Chef Van Régia,Frango grelhado na manteiga de ervas,BOW- FGO GRLHDO M. ERVA,1100,41.9,"Peito de frango grelhado com manteiga com ervas,arroz integral com brócolis, salada de alface, tomate, cenoura e ricota com molho caesar, e chips de batata doce. "
Menu por Chef Van Régia,Sobrecoxa no Bafo ao Ranch,BOW-SOBRECOXA RANCH,1101,39.9,"Sobrecoxa assada lentamente com  molho ranch, arroz cremoso, salada coleslaw e cebola crispy. "
Menu por Chef Van Régia,Frango Teriyaki Cream Cheese,BOW-FGO CROC TERIYAKI,1102,39.9,"Frango crocante com tigrado de molho teriyaki e cream cheese, arroz yakimeshi, mix de gergelim, couve crispy e batata assada tradicional. "
Menu por Chef Van Régia,Picadinho Brasileiro,BOW-PICADINHO,1103,42.9,"Receita clássica de picadinho, arroz branco, banana à milanesa, farofa crispy e ovinho da gema mole."
Menu por Chef Van Régia,Frango à Parmegiana da Van,BOW-FGO PARMEGIANA,1104,42.9,"Frango crocante com molho sugo artesanal, espaguete no alho e óleo, generosa fatia de mussarela e purê de batata. "
Menu por Chef Van Régia,Peixe Crocante com Molho de Coco Verde,BOW-TILAPIA CROC ,1105,48.9,"Filé de tilápia crocante em uma caminha de molho de coco verde, baião de dois cremoso e dadinhos de tapioca."
